type,subject,format,question,answer
toss-up,energy,Multiple Choice,"2) Energy – Multiple Choice In the most common type of geothermal power plant, what rotates the turbines? W) Steam X) Water Y) Ice Z) Hot air",W) STEAM
bonus,energy,,"– Artificial photosynthesis is being explored as a new type of renewable energy. What is the name of the second, reduction stage of photosynthesis?",CALVIN-BENSON CYCLE (ACCEPT LIGHT-INDEPENDENT REACTIONS)
toss-up,math,Short Answer,3) Math – Short Answer Solve the following equation for x: -2x2 + 2 = 0.,1 AND -1 (MUST PROVIDE BOTH ANSWERS)
bonus,math,Short Answer,"3) Math – Short Answer A right circular cone has volume 72 cubic inches. A second cone has half the radius and three times the height of the first cone. In cubic inches, what is the volume of the second cone?","54
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
bonus,energy,Short Answer,"5) General Science – Short Answer In photosynthesis, the energy from light is used to split what molecule?","WATER
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,7) Math – Short Answer What is the area of the smallest possible square that contains a circle of radius 5?,100
bonus,math,Short Answer,7) Math – Short Answer What is the area of a right triangle with hypotenuse 10 and one leg of length 4?,"4 times the square root of 21
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,9) Energy – Short Answer What type of nuclear reactor produces fissile fuel as a waste product?,BREEDER REACTORS
bonus,energy,Short Answer,9) Energy – Short Answer One major trouble with using absolute ethanol as a fuel source is that ethanol forms an azeotrope with what ubiquitous liquid?,"WATER
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
bonus,physics,Multiple Choice,15) Physical Science – Multiple Choice Two physics students can push on a box of mass M and give it acceleration A. How many students would be required to give a box of 0.5M an acceleration of 3A? W) 2 X) 3 Y) 4 Z) 6,"X) 3
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,17) Math – Short Answer What is the greatest common factor of 36 and 48?,12
bonus,math,Short Answer,17) Math – Short Answer The base-six numeral 124 [one-two-four] is equivalent to what in base 10?,"52
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,18) Energy – Short Answer Order the following four types of coal from greatest to least in energy density: 1) Subbituminous; 2) Anthracite; 3) Lignite; 4) Bituminous.,"2, 4, 1, 3"
bonus,energy,Short Answer,18) Energy – Short Answer A 100-watt lightbulb is left on between 8:00 am and 5:00 pm. How many kilowatt-hours of energy were consumed?,0.9
toss-up,math,Short Answer,"19) Math – Short Answer Two jokers are inserted into a standard 52-card deck. If one card is drawn at random, what is the probability that a joker is drawn?",1/27
bonus,math,Short Answer,"19) Math – Short Answer To the nearest whole number, what is the slant height of a right circular cone with radius 8 and a height 4?","9
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,2) Energy – Multiple Choice Which of the following sectors in the United States uses the most petroleum? W) Industry X) Residential Y) Transportation Z) Construction,Y) TRANSPORTATION
bonus,energy,Short Answer,"2) Energy – Short Answer What form of energy provides about 14% of the world's electricity, with France, Belgium, and Hungary having a much greater proportion?",NUCLEAR
toss-up,math,Short Answer,3) Math – Short Answer What is the x-intercept of the line with the equation 4x – 3y = 48?,12
bonus,math,Short Answer,"3) Math – Short Answer A right triangle has sides of length 7, 24, and 25. What is the length of the altitude to the hypotenuse?","168/25 (ACCEPT: 6 18/25, 6.72)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Multiple Choice,8) Math – Multiple Choice Which of the following types of quadrilaterals may have some opposite sides that are not congruent? W) Parallelogram X) Square Y) Trapezoid Z) Rectangle,Y) TRAPEZOID
bonus,math,Short Answer,"8) Math – Short Answer What is the y-intercept of the line that contains the points (1, 4) and (5, 10)?","5/2 (ACCEPT: 2.5, 2 ½)"
bonus,energy,Multiple Choice,11) Life Science – Multiple Choice Which of the following is the most important function of fiber tracheids [tray-key-ids] in woody plants? W) Energy storage X) Structural support Y) Sugary sap movement Z) Absorption of nutrients from the soil,"X) STRUCTURAL SUPPORT
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,12) Energy – Short Answer Ribulose bisphosphate is part of what bioenergetics cycle that takes place in plants?,CALVIN CYCLE
bonus,energy,Multiple Choice,12) Energy – Multiple Choice Which of the following correctly explains why electrolysis is not used for the industrial production of hydrogen? W) Hydrogen gas produced by electrolysis is relatively impure X) Hydrogen gas is produced very slowly by electrolysis Y) Hydrogen gas produced by electrolysis is relatively expensive Z) Hydrogen gas produced by electrolysis is unreactive,Y) Hydrogen gas produced by electrolysis is relatively expensive
toss-up,math,Short Answer,15) Math – Short Answer How many points of intersection do the graphs of the functions f(x) = x2 and g(x) = x4 have?,3
bonus,math,Short Answer,15) Math – Short Answer Marc is flying a kite in the shape of a rhombus with one diagonal measuring 10 and the other measuring 5. What is the area of the kite?,"25
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,"18) Math – Short Answer Identify all of the following three logical conclusions that follow from the statement “all A are B”: 1) All B are A; 2) If C is A, then C is also B; 3) If C is not A, then C is not B.",2
bonus,math,Multiple Choice,"18) Math – Multiple Choice Which of the following points lies inside the circle defined by the equation x2 + y2 = 25? W) (3, 4) X) (4, -3) Y) (4, 2 times square root of 2) Z) (4, 3 times square root of 2)","Y) (4, 2 TIMES SQUARE ROOT OF 2)"
toss-up,energy,Multiple Choice,22) Energy – Multiple Choice Tetraethyllead was banned as an anti-knocking additive to gasoline due to concerns that it released dangerous heavy metal emissions into the environment. During what decade did the phaseout of leaded gasoline begin? W) The 1950’s X) The 1960’s Y) The 1970’s Z) The 1980’s,Y) THE 1970’s
bonus,energy,Short Answer,"22) Energy – Short Answer Engine fuel is rated on what scale, which uses n-heptane and 2,2,4- trimethylpentane as the standards for scores of 0 and 100, respectively?",OCTANE RATING
toss-up,math,Short Answer,2) Math – Short Answer What percent of 80 is 12?,15
bonus,math,Multiple Choice,"2) Math – Multiple Choice The three vertices of a triangle have coordinates (-2, 6), (2, 1), and (4, 7). The longest side of the triangle is opposite which of these three vertices? W) (-2, 6) X) (2, 1) Y) (4, 7) Z) There is not enough information to determine the answer","Y) (4, 7)"
toss-up,energy,Short Answer,3) Energy – Short Answer Performing electrolysis on water results in the production of what two diatomic gases?,HYDROGEN AND OXYGEN
bonus,energy,Multiple Choice,"3) Energy – Multiple Choice What is the major component of crude oil, by weight? W) Alkanes X) Naphthenes Y) Aromatics Z) Carbon dioxide","X) NAPHTHENES
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,"8) Energy – Short Answer Until the 1900s, what was the major source of energy for businesses and industry in the United States?",COAL
bonus,energy,Multiple Choice,8) Energy – Multiple Choice Which of the following is considered a non-renewable resource? W) Biomass X) Wind Y) Ethanol Z) Uranium,Z) URANIUM
toss-up,math,Short Answer,9) Math – Short Answer Determine the domain of the function: g(x) = the fraction with numerator 2x – 2 and denominator 4x2 – 36x + 81.,All real numbers except x = 9/2
bonus,math,Short Answer,"9) Math – Short Answer Simplify the following expression, if a and b are non-zero: open parenthesis 96a7b3 – 64a3b close parenthesis over 8a2b.","12a5b2 – 8a
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
bonus,energy,Multiple Choice,12) General Science – Multiple Choice Which of the following is correct about catalysts? W) All catalysts are proteins X) All catalysts lower activation energy Y) All catalysts are consumed during reactions Z) All catalysts are enzymes,X) ALL CATALYSTS LOWER ACTIVATION ENERGY
toss-up,energy,Short Answer,16) Energy – Short Answer Approximately one-third of the electricity in the United States comes from what fossil fuel source?,COAL
bonus,energy,Short Answer,"16) Energy – Short Answer What series of elements which includes neodymium, has a variety of applications, including magnets, superconductors, catalysis, and quantification of antibodies?",LANTHANIDES
toss-up,math,Short Answer,"17) Math – Short Answer If the radius of a right circular cylinder is quadrupled, by what factor must the height be multiplied in order to keep the volume the same?",1/16
bonus,math,Short Answer,"17) Math – Short Answer Two people take turns counting, starting by saying “1,” then “1, 2,” then “1, 2, 3,” and so on. What is the 54th number spoken?","NINE
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Multiple Choice,22) Math – Multiple Choice Which of the following illustrates a pair of dependent events? W) Choose a pair of jeans. Then choose a shirt. X) Roll two dice. Then pick a card. Y) Choose a food from a buffet. Then choose a different food. Z) Choose a marble from a bag. Replace it. Choose a marble again.,Y) CHOOSE A FOOD FROM A BUFFET. THEN CHOOSE A DIFFERENT FOOD.
bonus,math,Short Answer,"22) Math – Short Answer If the length and width of a rectangle are each increased by 50%, by what factor is the perimeter multiplied?","1.5 (ACCEPT: 3/2, 150%)"
toss-up,math,Multiple Choice,"3) Math – Multiple Choice Four daily high temperature readings in Blacksburg were 82°F, 79°F, 80°F, and 80°F. The temperature on the fifth day was 99°F. Which of the following temperature statistics was affected most by the 5th day’s temperature? W) First quartile X) Mean Y) Mode Z) Median",X) MEAN
bonus,math,Short Answer,"3) Math – Short Answer How many different (that is, non-congruent) isosceles triangles that are not equilateral have the length of each side being an integer between 1 and 4 inclusive?","8
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,"5) Energy – Short Answer What type of rechargeable battery, often used in cell phones and laptop computers, includes a lithium-cobalt oxide cathode and a carbon cathode?",LITHIUM-ION (DO NOT ACCEPT: LITHIUM)
bonus,energy,Short Answer,"5) Energy – Short Answer Of the three isotopes of uranium found in nature, which is used most commonly for energy production?","URANIUM – 235 (ACCEPT: U– 235)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Multiple Choice,10) Math – Multiple Choice Two angles will necessarily be equal in measure if they are which of the following? W) Alternate interior angles formed by a transversal X) Alternate exterior angles formed by a transversal Y) Corresponding angles formed by a transversal Z) Vertical angles,Z) VERTICAL ANGLES
bonus,math,Short Answer,"10) Math – Short Answer To the nearest tenth, find the area of a circle that has a circumference of 4.",1.3
toss-up,energy,Multiple Choice,"12) Energy – Multiple Choice Which of the following engines runs using the Otto, spelled O-T-T-O, cycle? W) Diesel engine X) Gasoline engine Y) Refrigerator motor Z) Steam engine",X) GASOLINE ENGINE
bonus,energy,Short Answer,12) Energy – Short Answer Identify all of the following three gases that would be reacted in the catalytic converter of an automobile: 1) Carbon monoxide; 2) Propane; 3) Nitrogen dioxide.,ALL OF THEM
toss-up,math,Multiple Choice,13) Math – Multiple Choice Which of the following subsets of the real numbers contains the square root of 2? W) Integers X) Whole numbers Y) Rational numbers Z) Irrational numbers,Z) IRRATIONAL NUMBERS
bonus,math,Short Answer,"13) Math – Short Answer If angle ABC is inscribed in a circle and measures 65 degrees, what is the degree measure of arc ABC?","230
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,18) Energy – Short Answer Steam reforming is used to produce hydrogen from what fuel?,NATURAL GAS (ACCEPT: METHANE)
bonus,energy,Short Answer,18) Energy – Short Answer Derricks and drilling rigs are used to mine what natural resource?,OIL (Accept: PETROLEUM)
toss-up,math,Short Answer,20) Math – Short Answer What is 612?,3721
bonus,math,Short Answer,"20) Math – Short Answer Coach Myers bought pizza for her basketball team. She bought 8 pizzas. Each pizza contained 12 slices. Each player ate ⅓ of a pizza. If there were 2⅔ pizzas left, how many players were on the team?",16
bonus,energy,Multiple Choice,21) Physical Science – Multiple Choice A quantum number is not associated with an atomic electron’s: W) Energy X) Mass Y) Spin Z) Angular momentum,"X) MASS
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,1) Energy – Multiple Choice Which of the following elements would one be likely to find in a catalytic converter? W) Calcium X) Thorium Y) Palladium Z) Neodymium,Y) PALLADIUM
bonus,energy,Short Answer,1) Energy – Short Answer What part of a car engine is responsible for blending air and fuel before combustion?,"CARBURETOR (ACCEPT: FUEL INJECTION SYSTEM, CRANKCASE)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,"6) Math – Short Answer A combination lock requires 3 numbers to open the lock. The lock uses numbers one through 9. If you are allowed to repeat numbers, how many combinations could there be?",729
bonus,math,Short Answer,"6) Math – Short Answer If a prism has 18 edges, how many vertices does it have?",12
toss-up,energy,Multiple Choice,8) Energy – Multiple Choice Which of the following is NOT an important step in natural gas processing and treatment? W) Dehydration X) Oxygen extraction Y) Methane separation Z) Fractionation,X) OXYGEN EXTRACTION
bonus,energy,Short Answer,8) Energy – Short Answer Mercaptan is added to what energy resource to give it an odor?,NATURAL GAS
toss-up,math,Multiple Choice,12) Math – Multiple Choice Which of the following is not a triangle congruence theorem? W) Side-side-side X) Side-side-angle Y) Side-angle-side Z) Angle-angle-side,X) SIDE-SIDE-ANGLE
bonus,math,Short Answer,"12) Math – Short Answer A woman drove to work at an average speed of 40 miles per hour and returned along the same route at 30 miles per hour. Expressing your answer as a mixed fraction, if her total traveling time was 1 hour, what was the total number of miles in the round trip?",34 2/7
toss-up,energy,Short Answer,13) Energy – Short Answer Order the following sectors from least to greatest in terms of U.S. coal consumption: 1) Heating; 2) Electricity; 3) Industry.,"1, 3, 2"
bonus,energy,Short Answer,13) Energy – Short Answer Mixed oxide fuels are a form of fuel used in what method of energy production?,"NUCLEAR
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,14) Math – Short Answer What is 76 times 84?,6384
bonus,math,Short Answer,"14) Math – Short Answer At the start of camp, Gracie scored 78 on her pre-test. At the end of the week, she scored 84 on her post test. Rounded to the nearest tenth of a percent, what is her percent increase?",7.7
toss-up,math,Short Answer,"22) Math – Short Answer For a weekend trip, you pack the following: three different shirts, three different pairs of shorts, two different belts, and one pair of shoes. How many unique outfits can you make using one of each article of clothing?",18
bonus,math,Short Answer,"22) Math – Short Answer What is the sum of the integers between 90 and 99, inclusive?",945
toss-up,energy,Short Answer,1) General Science – Short Answer What energy in a nucleus is equivalent to the mass defect?,BINDING ENERGY
toss-up,math,Multiple Choice,"3) Math – Multiple Choice Three identical circular plates sit at the very edge of a small square table. The plates are all tangent to each other, have collinear centers, and exactly fit the length of the table. The circumference of each plate is 12π inches. How many inches long is the table? W) 36 X) 72 Y) 36π Z) 72π",W) 36
bonus,math,Short Answer,3) Math – Short Answer Find the surface area of a square pyramid whose base has sides of length 4 and a slant height of 6.,"64
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
bonus,energy,Short Answer,7) Physical Science – Short Answer What term is used to describe the electrons in the highest energy level of an atom?,"VALENCE
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,8) Math – Short Answer Determine the area of an equilateral triangle with side length square root of 3.,(3 times the square root of 3) ⁄ 4
bonus,math,Short Answer,"8) Math – Short Answer Sam places 2 red shirts and one green shirt in a bag. He places 3 blue pairs of shorts and one brown pair of shorts in a separate bag. He also places 3 pairs of white socks in a third bag. If he draws once from each bag, what is the probability that he will create a red, white, and blue outfit?",50% (ACCEPT: ½)
toss-up,energy,Multiple Choice,10) Energy – Multiple Choice Raw natural gas contains approximately 5 percent of which of the following gases? W) Octane X) Propane Y) Butanol Z) Methane,X) PROPANE
bonus,energy,Short Answer,10) Energy – Short Answer Adding hydrogen gas to compressed natural gas reduces the emission of pollutants that contain oxygen and what other element?,NITROGEN
toss-up,math,Short Answer,15) Math – Short Answer What is the greatest integer less than or equal to the square root of 500?,22
bonus,math,Short Answer,15) Math – Short Answer Your fully charged cell phone is good for 8 hours. How many minutes remain after using 40% of the battery?,"288
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,17) Energy – Short Answer Order the following three types of light bulbs from least efficient to most efficient: 1) LED; 2) Incandescent; 3) Compact fluorescent.,"2, 3, 1"
bonus,energy,Short Answer,17) Energy – Short Answer Identify all of the following three statements that are true about propane and its usage for energy: 1) it is a comparatively clean burning fossil fuel; 2) it is supplied to local propane dealers at distribution terminals; 3) it is used to heat asphalt for highway construction and repairs.,"1 AND 3
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,"20) Math – Short Answer In terms of real numbers p and q, for what value of x is the function -x2 + px + q maximized?",p/2
bonus,math,Short Answer,"20) Math – Short Answer Mary went shopping in two stores with her birthday gift money. In the first store, she spent three-fourths of what she had plus $3. In the second store, she spent two-thirds of what was left plus $2. She then had $5 left. How many dollars did she begin with?",96
toss-up,energy,Multiple Choice,21) Energy – Multiple Choice Which of the following fuels has an octane rating of greater than 100? W) n-heptane X) Isopentane Y) Hexane Z) Propane,Z) PROPANE
bonus,energy,Short Answer,"21) Energy – Short Answer What rating, similar to octane ratings for gasoline, is used to indicate the combustion speed of diesel fuel?","CETANE NUMBER
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,1) Energy – Short Answer What technology is designed to harvest energy from the thermal gradient in the oceans?,OTEC (ACCEPT: OCEAN THERMAL ENERGY CONVERSION)
bonus,energy,Multiple Choice,1) Energy – Multiple Choice Which of the following is NOT possible using a solar box cooker? W) Boiling water X) Sterilizing water Y) Pasteurizing milk Z) Purifying anhydrous ethanol,"Z) PURIFYING ANHYDROUS ETHANOL
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,3) Math – Short Answer Express the following as a mixed number: the fraction with numerator 5/6 and denominator 25/72.,2 AND 2/5
bonus,math,Short Answer,"3) Math – Short Answer Find the volume, in cubic meters, of a rectangular pyramid measuring 17 meters and 18 meters along the base and 17 meters in height.","1734
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,8) Energy – Multiple Choice Oil components are separated using what process? W) Evaporation X) Fractional distillation Y) Fracking Z) Chromatography,X) FRACTIONAL DISTILLATION
bonus,energy,Short Answer,8) Energy – Short Answer The U.S. Department of Energy has created safety measures for the disposal of compact fluorescent lightbulbs because they contain what hazardous element?,MERCURY
toss-up,math,Short Answer,"11) Math – Short Answer Points A, B, and C all lie on circle O. What is the measure of Angle ABC in degrees if it intercepts an arc of 112°?",56
bonus,math,Short Answer,11) Math – Short Answer Convert 102 in base 10 to base 7.,"204
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
bonus,energy,Short Answer,"12) General Science – Short Answer Which general type of material is added to a reaction in order to lower the activation energy, thus making it proceed faster?",CATALYST
toss-up,math,Short Answer,13) Math – Short Answer What fraction is halfway between 1/5th and 1/3rd on the number line?,4/15th
bonus,math,Short Answer,"13) Math – Short Answer If b and c satisfy the system of equations 6b + 7 = 12c and 3b – 9c = 4, what is c?","-5/2 (ACCEPT: -2.5, -2½)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,15) Energy – Short Answer What process breaks down heavy hydrocarbons into smaller ones?,CRACKING
bonus,energy,Short Answer,15) Energy – Short Answer The Fischer-Tropsch process converts hydrogen and carbon dioxide into what?,"HYDROCARBONS
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,19) Math – Short Answer What is the greatest common factor of the terms in the polynomial 3x2y2 + 12yz2 + 6xy3z?,3y
bonus,math,Short Answer,"19) Math – Short Answer Jason needs to buy 2 pairs of jeans and 4 shirts. Jeans costs $15.24 and shirts cost $12.56. He gave the cashier $100 and received his change. If he also wants to buy a coat that costs $30.75, how much more money does he need?","$11.47
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
bonus,biology,Short Answer,21) General Science – Short Answer What extract from red seaweed is used as a gelling agent in microbiology labs for making bacterial cell cultures?,"AGAR
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,2) Math – Short Answer Solve the following equation for s: -143 = -11s,13
bonus,math,Short Answer,"2) Math – Short Answer What is the least common denominator of the three fractions 1/6, 3/10, and 1/28?",420
toss-up,energy,Short Answer,"4) Energy – Short Answer How many kilowatt-hours, rounded to the nearest tenth, does it require to light a 100-watt bulb for 1 hour?",0.1
bonus,energy,Short Answer,4) Energy – Short Answer The energy stored in a uranium atom can be released via what type of nuclear reaction?,FISSION
toss-up,math,Multiple Choice,9) Math – Multiple Choice Which of the following integers is a perfect square? W) 110 X) 125 Y) 225 Z) 300,Y) 225
bonus,math,Multiple Choice,"9) Math – Multiple Choice If k, m, and n are 3 different non-zero numbers and 1/k + 1/m = 1/n, what is k in terms of m and n? W) 1 over open parenthesis m – n close parenthesis X) 1 over open parenthesis n – m close parenthesis Y) mn over open parenthesis m – n close parenthesis Z) mn over open parenthesis n – m close parenthesis","Y) mn OVER OPEN PARENTHESIS m – n CLOSE PARENTHESIS
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Multiple Choice,16) Math – Multiple Choice Find the volume of the circular cylinder formed by rotating a 9 by 10 rectangle about one of its shorter sides. W) 270π X) 300π Y) 810π Z) 900π,Z) 900π
bonus,math,Multiple Choice,16) Math – Multiple Choice Solve the following equation for y: 3y - open parenthesis 2 - 2y close parenthesis + 5 = 15 - y. W) 2 X) 3 Y) 5 Z) 6,W) 2
toss-up,energy,Short Answer,18) Energy – Short Answer Transesterification [trans-es-ter-if-ik-ay-shun] is a process commonly used to produce what kind of fuel?,BIODIESEL (ACCEPT: BIOFUEL)
bonus,energy,Multiple Choice,18) Energy – Multiple Choice Which of the following is NOT necessarily an effect of global warming? W) Reduction in sea surface salinity X) Heat waves Y) Extinction events Z) Advancement of glaciers,Z) ADVANCEMENT OF GLACIERS
toss-up,energy,Multiple Choice,"19) Physical Science – Multiple Choice If the kinetic energy of a non-rotating rigid object is nonzero, which of the following must also be non-zero? W) Mass and velocity X) Velocity and angular momentum Y) Speed and acceleration Z) Mass and acceleration",W) MASS AND VELOCITY
toss-up,math,Short Answer,20) Math – Short Answer What is the value of 30 + 2–1 – 3?,"-1.5 (ACCEPT: -3/2, -1 ½)"
bonus,math,Short Answer,20) Math – Short Answer The owners of an office building are painting the rooms in their building. Each room requires 2⅓ gallons of paint. They purchased 21 total gallons of paint and have already painted 6 rooms. How many more rooms should they be able to paint?,3
toss-up,energy,Short Answer,"23) Energy – Short Answer Iceland, the world’s leader in generating electricity by no-carbon production methods, uses primarily what TWO methods of energy generation?",GEOTHERMAL AND HYDROELECTRIC
bonus,energy,Short Answer,23) Energy – Short Answer Order the following three fuels from highest to lowest by the amount of carbon dioxide produced from burning each to produce equal amounts of energy: 1) Natural Gas; 2) Oil; 3) Coal.,"3, 2, 1"
toss-up,energy,Short Answer,1) Physical Science – Short Answer What kind of collision conserves both kinetic energy and linear momentum?,ELASTIC (ACCEPT: PERFECTLY ELASTIC)
toss-up,energy,Short Answer,3) Energy – Short Answer Ethanol in the US is primarily produced from what crop?,CORN
bonus,energy,Multiple Choice,3) Energy – Multiple Choice Which of the following is closest to the percentage of electricity produced in the US using renewable energy sources? W) 80% X) 50% Y) 30% Z) 10%,"Z) 10%
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Multiple Choice,6) Math – Multiple Choice The county fair charges a $4 entrance fee. The cost of each ride is $2. Which of the following equations represents the cost (y) of getting into the fair and going on x rides? W) y = 6 + x X) y = 2 + 4x Y) y = 4 + 2x Z) y = 6x,Y) y = 4 + 2x
bonus,math,Short Answer,"6) Math – Short Answer If a circle has a circumference of 10 meters, what is its area, to the nearest whole square meter?",8
toss-up,energy,Short Answer,"7) Energy – Short Answer If a transformer has an input voltage of 440 volts and an output voltage of 110 volts, what is the ratio of the number of turns in the input coil to the number of turns in the output coil?",4 to 1
bonus,energy,Short Answer,7) Energy – Short Answer What method is currently used to produce most of the world’s renewable energy?,"HYDROPOWER (ACCEPT: HYDROELECTRIC)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,12) Math – Short Answer Donna rolls two standard dice. What is the most likely sum of the results of the two dice?,7
bonus,math,Short Answer,"12) Math – Short Answer You are given the following list of 9 numbers: 71, 80, 93, 101, 83, 19, 54, 80, 74. Calculate the difference between the median and mode.",0
toss-up,energy,Short Answer,13) Energy – Short Answer Landfills are a potential source of what kind of biofuel?,"BIOGAS (ACCEPT: VEGETABLE OIL, COOKING OIL)"
bonus,energy,Short Answer,13) Energy – Short Answer Identify all of the following three units that correspond to energy: 1) Watts; 2) Joules; 3) Kilowatt-hours.,"2 AND 3
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,14) Math – Short Answer How many vertices does a pentagonal prism have?,10
bonus,math,Multiple Choice,"14) Math – Multiple Choice Sherman’s car holds 20 gallons of gas. He drove 375 miles, using 3/4 of a tank. How many miles per gallon does his car get? W) 20 X) 25 Y) 30 Z) 35",X) 25
toss-up,energy,Multiple Choice,21) Physical Science – Multiple Choice An electron in the second main energy level and the second sublevel of an atom is described by which of the following orbital designations? W) 1s X) 2s Y) 1p Z) 2p,Z) 2p
toss-up,math,Short Answer,"22) Math – Short Answer The measure of angle B in isosceles trapezoid BIRD [B-I-R-D] is 40 degrees. What is the measure, in degrees, of angle R?",140
bonus,math,Short Answer,22) Math – Short Answer Order the following three numbers from least to greatest: 1) 42%; 2) 0.402; 3) 2/5.,"2/5; 0.402; 42% (ACCEPT: 3, 2, 1)"
toss-up,math,Short Answer,1) Math – Short Answer Express 0.0009013 in scientific notation.,9.013 × 10-4
bonus,math,Short Answer,"1) Math – Short Answer While eating out, you and your friend each tip the server 8 dollars on your separate bills. Your tip is 10% of your bill, while your friend’s tip is 20% of her bill. What is the difference, in dollars, between your bills?","40 DOLLARS
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,5) Energy – Short Answer The principle behind the operation of photovoltaic cells was first explained by what scientist?,ALBERT EINSTEIN
bonus,energy,Short Answer,5) Energy – Short Answer What devices store chemical potential energy and convert it to electrical energy?,"BATTERIES
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,9) Math – Short Answer A quadrilateral has one angle that measures 108 degrees and two right angles. What is the measure of the 4th angle?,72
bonus,math,Multiple Choice,"9) Math – Multiple Choice The sum of two numbers is S. If each number is tripled and then 5 is added to each number, what is the sum of the final two numbers? W) 3S + 5 X) 3S + 10 Y) 3S + 15 Z) 6S + 5","X) 3S + 10
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,12) Energy – Multiple Choice Which of the following locations would be most ideal for a wind farm? W) Coastal regions X) Seaward mountain sides Y) Mountains Z) River banks,W) COASTAL REGIONS
bonus,energy,Multiple Choice,12) Energy – Multiple Choice Which of the following fuel types is extracted by hydraulic fracturing? W) Geothermal X) Coal Y) Natural gas Z) Hydrothermal energy,Y) NATURAL GAS
