type,subject,format,question,answer
bonus,energy,Short Answer,17) Energy – Short Answer What US Environmental Protection Agency regulation mandates that gasoline contain a minimal amount of ethanol or other biofuel?,"RENEWABLE FUEL STANDARD PROGRAM
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,"18) Math – Short Answer If y varies jointly with x and z, and y = 12 when x = 4 and z = 5, find y when x = 20 and z = 4.",y = 48
bonus,math,Short Answer,"18) Math – Short Answer What is the standard deviation of the following list of 4 numbers: 3, 3, 9, 17?",SQUARE ROOT OF 33
toss-up,physics,Short Answer,"19) Physics – Short Answer In an optical microscope, lenses of plastic and glass direct and focus the light. What is the name of the distance between the specimen being viewed and the front lens of the objective?",OBJECTIVE WORKING DISTANCE (ACCEPT: WORKING DISTANCE.)
bonus,physics,Short Answer,19) Physics – Short Answer What scientist's name is given to the number that is used to characterize whether a flow is laminar or turbulent?,"OSBORNE REYNOLDS (ACCEPT: REYNOLDS)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,chemistry,Multiple Choice,20) Chemistry – Multiple Choice Which of the following statements best explains why triethylamine [try-ethil-ah-MEEN] is more basic than ammonia? W) Alkyl groups elevate the energy of nitrogen’s nonbonding HOMO X) Alkyl groups lower the energy of nitrogen’s nonbonding HOMO Y) Alkyl groups elevate the energy of nitrogen’s nonbonding LUMO Z) Alkyl groups lower the energy of nitrogen’s nonbonding LUMO,"W) ALKYL GROUPS ELEVATE THE ENERGY OF NITROGEN'S
NONBONDING HOMO"
bonus,chemistry,Short Answer,20) Chemistry – Short Answer The salt lithium fluoride is far less soluble than both lithium iodide and potassium fluoride. What theory explains this by characterizing Lewis acids and bases in terms of polarizability and charge density?,"HARD-SOFT ACID BASE (ACCEPT: HSAB OR PEARSON ACID BASE
CONCEPT)"
toss-up,math,Short Answer,22) Math – Short Answer What is the dot product of 4i – 6j and –3i + j?,–18
bonus,math,Short Answer,22) Math – Short Answer Find the volume of the solid obtained by rotating about the y-axis the region bounded by y = x – x4 and y = 0.,π/3
toss-up,physics,Multiple Choice,23) Physics – Multiple Choice Which of the following characteristics makes Xenon-135 an effective neutron poison in nuclear reactors? W) Cherenkov radiation from beta decay of Xenon-135 X) Full valence shell Y) High thermal neutron capture cross-section Z) Unstable with half-life of 9.2 hours,Y) HIGH THERMAL NEUTRON CAPTURE CROSS-SECTION
bonus,physics,Short Answer,23) Physics – Short Answer What fraction of the speed of light must a person drive in order that incoming 450 terahertz red light would appear to be 540 terahertz green light?,11/61
toss-up,energy,Short Answer,1) Energy – Short Answer Scientists at Fermi National Accelerator Lab are upgrading the CMS detector in the LHC. The CMS detector includes a large magnet consisting of a coil wrapped into a tight helix that generates a uniform magnetic field within its coils. What is the general term for this type of magnet?,SOLENOID
bonus,energy,Short Answer,"1) Energy – Short Answer Researchers at Pacific Northwest National Lab are studying purple sulfur bacteria, which perform photosynthesis. Unlike in plants, however, their photosynthesis overall reaction does not produce what gas?","OXYGEN (ACCEPT: O )
2
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,biology,Short Answer,3) Biology – Short Answer What virus is the target of vaccines that are designed to prevent cervical cancer?,HPV (ACCEPT: HUMAN PAPILLOMAVIRUS)
bonus,biology,Short Answer,3) Biology – Short Answer Rotifers can reproduce asexually by having a female organism develop from an unfertilized egg. What is the term for this type of reproduction?,"PARTHENOGENESIS
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,chemistry,Short Answer,4) Chemistry – Short Answer What term is used to describe a hydrocarbon that only possesses carbon-carbon single bonds?,SATURATED (ACCEPT: ALKANE)
bonus,chemistry,Short Answer,"4) Chemistry – Short Answer Phosphorous trioxide is misnamed. If the molar mass of phosphorous trioxide is 220 grams per mole and is approximately 56% phosphorous by mass, what is its molecular formula?","P O
4 6"
toss-up,physics,Short Answer,"5) Physics – Short Answer Jan drops a football off a cliff and notes that it takes 4 seconds for it to hit the ground. She throws an identical football from the same height, but with a horizontal velocity of 3.4 meters per second. Assuming the ground is level, how far, in meters, from the base of the cliff will it land?",13.6
bonus,physics,Short Answer,"5) Physics – Short Answer A disk is spinning at 950 rotations per minute. To the nearest ten radians per second, how fast is it spinning?","100
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,6) Math – Short Answer What is 4/15 divided by 6/25?,10/9 (ACCEPT: 1 1/9)
bonus,math,Short Answer,"6) Math – Short Answer If x is inversely proportional to y3 and if x = 3 when y = 4, what is the value of x when y = 3?",64/9 (ACCEPT: 7 1/9)
toss-up,biology,Short Answer,7) Biology – Short Answer Gigantism in humans is typically caused by a tumor in the pituitary gland that produces an excess of what hormone?,"HUMAN GROWTH HORMONE (ACCEPT: HGH, GH, GROWTH HORMONE)"
bonus,biology,Multiple Choice,7) Biology – Multiple Choice Alpha- and beta-adrenergic agonists are medications whose structures mimic which of the following hormones? W) Insulin X) Glucagon Y) Acetylcholine Z) Epinephrine,"Z) EPINEPHRINE
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,chemistry,Multiple Choice,8) Chemistry – Multiple Choice Which of the following mixtures of solvents would have a negative deviation from Raoult's [rah-OOLZ] law? W) Water and acetone X) Water and ethanol Y) Hexane and acetone Z) Hexane and pentane,W) WATER AND ACETONE
bonus,chemistry,Short Answer,8) Chemistry – Short Answer Rank the following three alkanes in increasing order of their melting points: 1) Pentane; 2) Ethane; 3) Nonane.,"2, 1, 3"
toss-up,physics,Short Answer,9) Physics – Short Answer Identify all of the following three statements that are true of specific gravity: 1) It can be expressed in grams per liter; 2) Some materials can have a negative specific gravity; 3) Aluminum has a positive specific gravity.,3
bonus,physics,Short Answer,"9) Physics – Short Answer Kate pushes a box 3 meters horizontally by applying a 200-newton force at an angle of 60 degrees to the horizontal. In joules, how much work did she do on the box?","300
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,11) Math – Short Answer The graph of the equation y = 4x + 5 has points in all quadrants except which one?,4 (ACCEPT: FOURTH)
bonus,math,Short Answer,11) Math – Short Answer What is the units digit of 9 to the 66th power?,"1
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,12) Energy – Short Answer Researchers at the Joint BioEnergy Institute are searching for temperature-stable cellulase enzymes. What group of extremophiles [extreme-oh-files] may contain these enzymes?,THERMOPHILES
bonus,energy,Short Answer,12) Energy – Short Answer Scientists at Oak Ridge National Lab are using neutron spallation to study rocks fractured in the process of fracking. These rocks fractured because they were subjected to what substance at very high pressures?,"WATER (ACCEPT: H O)
2"
toss-up,chemistry,Short Answer,13) Chemistry – Short Answer What part of a galvanic [gal-VAN-ik] cell allows ions to flow between the compartments without mixing of the solutions in those compartments?,SALT BRIDGE (ACCEPT: POROUS DISK)
bonus,chemistry,Short Answer,13) Chemistry – Short Answer How many radial nodes are in a 5p orbital?,"3
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,14) Math – Short Answer What is the second derivative with respect to x of 2x3 + 4x – 7?,12x
bonus,math,Short Answer,"14) Math – Short Answer A class of 10 students selects a different student of the month each month during February, March, April, and May. In how many different ways can the 4 honored students be selected?",5040
toss-up,energy,Short Answer,"15) Energy – Short Answer Observations made with the Laser Interferometer [inter-feer-AW-meh-ter] Gravitational-Wave Observatory, or LIGO, mark the dawn of gravitational wave astronomy. What is the ratio of the speed of gravitational waves to the speed of light?",ONE (ACCEPT: ONE TO ONE)
bonus,energy,Multiple Choice,"15) Energy – Multiple Choice In a nuclear reactor, the consumption of uranium fuel results in the production of fission gases. Which of the following noble gases is commonly produced? W) Helium X) Argon Y) Xenon [ZEE-non] Z) Neon","Y) XENON
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,physics,Short Answer,16) Physics – Short Answer Identify all of the following three statements that are true about friction: 1) Friction is a non-conservative force; 2) Tires require friction in order to roll; 3) The coefficient of static friction is typically less than the coefficient of kinetic friction.,"1, 2"
bonus,physics,Short Answer,16) Physics – Short Answer Identify all of the following three quantities associated with a test charge in an electrostatic system that are dependent on the magnitude of the charge on the test charge: 1) Electric field; 2) Electrical potential; 3) Electric potential energy.,3
toss-up,biology,Short Answer,18) Biology – Short Answer Pulmonary veins bring blood to what chamber of the mammalian heart?,LEFT ATRIUM
bonus,biology,Short Answer,18) Biology – Short Answer Chytrid [KIH-trid] cell walls are supported by what polymer?,CHITIN
toss-up,math,Short Answer,"19) Math – Short Answer The point (7, 6) is reflected across the y-axis, and the resulting point is then translated 2 units down. What are the coordinates of the final image point?","(–7, 4) (ACCEPT: x = –7 AND y = 4))"
bonus,math,Short Answer,19) Math – Short Answer For what values of c is x = c a vertical asymptote for the function f of x = the fraction with numerator x2 – 49 and denominator 2x2 + 9x – 35?,"5/2 (ACCEPT: 2.5, 2½)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,biology,Short Answer,20) Biology – Short Answer The nucleolus in eukaryotic cells is the site of the synthesis of the components of what organelle?,RIBOSOME
bonus,biology,Short Answer,20) Biology – Short Answer Place the following three structures in the order in which air would pass through them during expiration: 1) Pharynx; 2) Larynx; 3) Trachea.,"3, 2, 1"
toss-up,physics,Short Answer,21) Physics – Short Answer Planet X has the same mass as Earth but one-third of its surface gravitational acceleration. What is the ratio of planet X’s radius to Earth’s radius?,√3 (ACCEPT: √3 TO ONE)
bonus,physics,Short Answer,"21) Physics – Short Answer Identify all of the following three statements that are true of electric dipoles in an electric field: 1) A non-uniform field can cause translational acceleration; 2) In a uniform field, the net torque is directly proportional to the field strength; 3) In a uniform field, the net force is zero.","ALL OF THEM
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,chemistry,Short Answer,"22) Chemistry – Short Answer In organic chemistry, what is the term for a species with empty orbitals that tends to accept electrons in a chemical reaction?",ELECTROPHILE
bonus,chemistry,Short Answer,22) Chemistry – Short Answer Rank the following three isotopes in terms of increasing number of neutrons; 1) Cobalt-57; 2) Iron-57; 3) Manganese-57.,"1, 2, 3"
toss-up,energy,Short Answer,2) Energy – Short Answer What energy use comprises the greatest percentage of energy used in commercial buildings in the US?,HEATING
bonus,energy,Short Answer,"2) Energy – Short Answer Uranium-235 and plutonium-239 can be used as fuel in a reactor because they are fissile. Uranium-238, the most abundant form of natural uranium, is NOT fissile, but can be converted to plutonium by absorbing neutrons. What term describes material that can be converted to fuel in this way?",FERTILE
toss-up,physics,Short Answer,3) Physics – Short Answer Identify all of the following four elements that are most commonly used as semiconductor material in integrated circuits: 1) Silicon; 2) Copper; 3) Germanium; 4) Indium.,"1, 3 (ACCEPT: SILICON AND GERMANIUM)"
bonus,physics,Multiple Choice,3) Physics – Multiple Choice Which of the following particles does NOT correspond to one of the four basic types of radiation? W) Electron X) Helium nucleus Y) Photon Z) Lithium nucleus,"Z) LITHIUM NUCLEUS
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,biology,Multiple Choice,"4) Biology – Multiple Choice Which of the following provides the best example of a situation in which genetic drift would play a significant role within a population? W) Non-random mating among plants with purple flowers leads to inbreeding and homozygous lethal conditions that prevent seed germination X) In a large population of plants with purple flowers, one individual exhibits white flowers caused by a mutation Y) In a small population of plants with purple flowers, three white-flowered individuals exist. A deer eats two of the three white flowered plants, thus removing them from the population Z) In a small population of plants where some individuals have white and some have purple flowers, bees strongly prefer the purple flowers, thus more seeds are produced from the purple individuals.","Y) IN A SMALL POPULATION OF PLANTS WITH PURPLE FLOWERS, THREE
WHITE-FLOWERED INDIVIDUALS EXIST. A DEER EATS TWO OF THE THREE WHITE
FLOWERED PLANTS, THUS REMOVING THEM FROM THE POPULATION"
bonus,biology,Short Answer,4) Biology – Short Answer Phosphofructokinase [faws-fo-frook-tow-KYE-nase] catalyzes the formation of what molecule from fructose-6-phosphate?,"FRUCTOSE-1,6-BISPHOSPHATE"
toss-up,math,Multiple Choice,5) Math – Multiple Choice Let f(x) be a polynomial function with real coefficients and at least one real root. Which of the following must be true? W) f(x) has an even number of non-real complex roots X) f(x) is of odd degree Y) f(x) is an even function Z) The graph of f(x) has a horizontal asymptote,W) f(x) HAS AN EVEN NUMBER OF NON-REAL COMPLEX ROOTS
bonus,math,Short Answer,"5) Math – Short Answer A square has sides of length 10 centimeters. In square centimeters, what is the difference between the areas of its circumscribing circle and its inscribed circle?","25π
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,chemistry,Short Answer,6) Chemistry – Short Answer Molten cryolite is used in what industrial process?,HALL-HEROULT PROCESS
bonus,chemistry,Short Answer,"6) Chemistry – Short Answer In VSEPR theory, what is the angle, in degrees, between adjacent bonds in an octahedral molecule?",90
toss-up,physics,Short Answer,8) Physics – Short Answer What force carrying particle holds quarks together inside of hadrons?,GLUONS
bonus,physics,Short Answer,"8) Physics – Short Answer You're standing at home plate on a baseball diamond. From 20 meters away, a pitcher throws a 100-gram baseball towards you at negative 40 meters per second. The baseball strikes you in the arm and bounces directly back to the pitcher at +5 meters per second. What impulse, in newton-seconds rounded to the nearest tenth, did your arm deliver to the ball during the collisions?",+4.5 (ACCEPT: 4.5; DO NOT ACCEPT: -4.5)
toss-up,biology,Short Answer,9) Biology – Short Answer Chlorophyll is a pigment that chelates what metal center?,MAGNESIUM
bonus,biology,Multiple Choice,9) Biology – Multiple Choice Which of the following hormones is most pronouncedly elevated in a woman undergoing menopause? W) Follicle-stimulating hormone X) Estrogen Y) Progesterone Z) Testosterone,"W) FOLLICLE-STIMULATING HORMONE
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Multiple Choice,"10) Math – Multiple Choice Which of the following equations does NOT include the half-line y = x, where x and y are positive, in its solution set? W) xy = yx X) cosine of the product xy equals sine of the product xy Y) x natural log of y = y natural log of x Z) 2x + 3y = 2y + 3x",X) COSINE OF THE PRODUCT xy EQUALS SINE OF THE PRODUCT xy
bonus,math,Short Answer,"10) Math – Short Answer A national achievement test is administered. The test has a mean score of 100 and a standard deviation of 10. If Ann’s Z-score is –1.3, what is her score on the test?",87
toss-up,chemistry,Short Answer,11) Chemistry – Short Answer Order the following three ions from smallest to largest in terms of ionic radii: 1) Cl minus; 2) Br minus; 3) O two minus.,"3, 1, 2"
bonus,chemistry,Short Answer,11) Chemistry – Short Answer What is the general term for the type of catalyst one would use when reacting two immiscible substances or substances in different phases?,"PHASE-TRANSFER CATALYST
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,12) Energy – Multiple Choice Which of the following policies allows users with renewable energy sources to sell excess electricity generated to the utility grid and receive compensation? W) Renewable Energy Portfolio Standards X) Feed-in Tariff Y) Net Metering Agreement Z) Carbon Cap and Trade,Y) NET METERING AGREEMENT
bonus,energy,Multiple Choice,12) Energy – Multiple Choice Which of the following countries currently has a full ban on incandescent light bulbs? W) United States X) Australia Y) Argentina Z) Italy,Y) ARGENTINA
toss-up,math,Multiple Choice,"13) Math – Multiple Choice Given two sets A and B with A union B containing exactly 3 elements, which of the following must be true about sets A and B? W) Each set contains at least 2 elements X) Each set contains at most 2 elements Y) Each set contains at least 3 elements Z) Each set contains at most 3 elements",Z) EACH SET CONTAINS AT MOST 3 ELEMENTS
bonus,math,Short Answer,13) Math – Short Answer What is the area between the curves y = x + 3 and y = x3 between x = 0 and x = 1?,"13/4 (ACCEPT: 3.25, 3 ¼)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,biology,Short Answer,"14) Biology – Short Answer What plant-signaling molecule, similar in structure to aspirin, is thought to be produced around infection sites and carried by the phloem throughout the plant?","METHYLSALICYLIC ACID (ACCEPT: METHYL SALICYLATE, WINTERGREEN
OIL)"
bonus,biology,Multiple Choice,14) Biology – Multiple Choice The phase of the Plasmodium life cycle in which it lives in the salivary gland of the mosquito is called which of the following? W) Sporozoite [spoor-oh-ZOH-i te] X) Trophozoite [troh-foh-ZOH-i te] Y) Schizont [SKIZ-awnt] Z) Gametocyte,W) SPOROZOITE
toss-up,physics,Short Answer,15) Physics – Short Answer What dimensionless quantity is usually defined as the useful output of a heat engine divided by the amount of heat energy input?,EFFICIENCY
bonus,physics,Multiple Choice,15) Physics – Multiple Choice By what factor is the intensity of a sound wave multiplied when both angular frequency and displacement amplitude are halved? W) 1/16 X) 1/4 Y) 4 Z) 16,"W) 1/16
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,chemistry,Short Answer,16) Chemistry – Short Answer What is the name for the change in rate of reaction when one of the atoms in the reactants is substituted with one of its isotopes?,KINETIC ISOTOPE EFFECT
bonus,chemistry,Short Answer,"16) Chemistry – Short Answer Selenous acid is a weak diprotic acid with formula H SeO . Its 2 3 first pKa value is 2.5 and its second is 7.3. To one decimal place, what is the pH of a 1 molar solution of sodium hydroselenite [high-droh-SELL-en-ite], the amphiprotic [amfih-PRO-tik] salt of selenous acid?",4.9
toss-up,energy,Multiple Choice,19) Energy – Multiple Choice Which of the following is the best estimate of the percent of electricity produced in the United States using petroleum in 2014? W) 1 X) 5 Y) 10 Z) 15,W) 1
bonus,energy,Short Answer,"19) Energy – Short Answer Nearly all residential electricity in the United States is supplied at electrical outlets at what voltage, in volts, and frequency in Hertz?","120, 60
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,chemistry,Short Answer,20) Chemistry – Short Answer Identify all of the following three statements that are ALWAYS true regarding an adiabatic process: 1) Change in internal energy equals zero; 2) Heat transfer equals zero; 3) Change in internal energy equals heat transfer.,2
bonus,chemistry,Short Answer,"20) Chemistry – Short Answer In organic synthesis, what metal is added to alkyl halides to generate nucleophilic [NU-klee-oh-FIL-ik] Grignard [GRIN-yerd] reagents that can react with ketones and aldehydes?",MAGNESIUM (ACCEPT: Mg)
toss-up,physics,Short Answer,"21) Physics – Short Answer In the field of electrostatics, integrals of electric field over a closed surface yield electric flux. What is the term for such a closed surface?",GAUSSIAN SURFACE (ACCEPT: GAUSSIAN)
bonus,physics,Short Answer,"21) Physics – Short Answer What instrument is designed to measure the presence, direction, and strength of an electric current in a conductor, with its earliest versions simply consisting of a compass surrounded by a wire coil?","GALVANOMETER (DO NOT ACCEPT: AMMETER)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,22) Math – Short Answer What is the log base 3 of 729?,6
bonus,math,Short Answer,"22) Math – Short Answer A restaurant’s 4 dollar box allows you to pick any 2 of 4 possible entrees (including 2 of the same), one of 2 sides, one of 2 desserts, and one of 3 drinks. How many different orders are possible?",120
toss-up,physics,Multiple Choice,23) Physics – Multiple Choice Which of the following quarks does NOT have negative charge? W) Charm X) Strange Y) Down Z) Bottom,W) CHARM
bonus,physics,Multiple Choice,"23) Physics – Multiple Choice Which of the following processes imposes the restriction that the work done on the system is zero, and the change in internal energy is equal to the heat added? W) Adiabatic X) Constant volume Y) Closed cycle Z) Free expansion",X) CONSTANT VOLUME
toss-up,energy,Multiple Choice,2) Energy – Multiple Choice Which of the following is NOT considered a practical source of biodiesel? W) Animal fat X) Restaurant oils Y) Vegetable oils Z) Essential oils,Z) ESSENTIAL OILS
bonus,energy,Multiple Choice,2) Energy – Multiple Choice Which of the following countries had the largest wind energy capacity in 2014? W) India X) United States Y) China Z) Germany,Y) CHINA
toss-up,physics,Short Answer,"3) Physics – Short Answer A pilot is in a recoverable spin with her engine turned off, and with the plane's nose directed toward the Earth's center. What term describes the limit of her rate of descent?",TERMINAL VELOCITY (ACCEPT: TERMINAL SPEED)
bonus,physics,Short Answer,"3) Physics – Short Answer An electron in a hydrogen atom is excited from the n = 1 to n = 2 energy level by absorbing a photon. Then, it is excited from the n = 2 to the n = 3 energy level by absorbing a second photon. What is the ratio of the energies of the first photon to the second?","27:5
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,4) Math – Short Answer What is the integral from –6 to 6 of 6 dx?,72
bonus,math,Short Answer,"4) Math – Short Answer One endpoint of a diameter of a sphere centered at (4, 2, –9) is (5, –6, 2). What are the coordinates of the other endpoint of that diameter?","(3, 10, -20)"
toss-up,chemistry,Multiple Choice,"5) Chemistry – Multiple Choice An aqueous solution of sodium sulfate is electrolyzed using platinum electrodes. If phenolphthalein [fee-nawlf-THAY-leen] indicator is added to the solution, which of the following will be observed? W) The solution is colorless everywhere except at the cathode, where it is pink X) The solution is colorless everywhere except at the anode, where it is pink Y) The solution is pink everywhere except at the cathode, where it is colorless Z) The solution is pink everywhere except at the anode, where it is colorless","W) THE SOLUTION IS COLORLESS EVERYWHERE EXCEPT THE CATHODE,
WHERE IT IS PINK"
bonus,chemistry,Multiple Choice,5) Chemistry – Multiple Choice Hydrogen peroxide is: W) Less dense than water and boils at a lower temperature X) Less dense than water and boils at a higher temperature Y) More dense than water and boils at a lower temperature Z) More dense than water and boils at a higher temperature,"Z) MORE DENSE THAN WATER AND BOILS AT A HIGHER TEMPERATURE
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,biology,Short Answer,6) Biology – Short Answer Trans fats are produced from unsaturated fats in what chemical process?,HYDROGENATION (ACCEPT: ISOMERIZATION)
bonus,biology,Short Answer,"6) Biology – Short Answer 5-methylcytosine [methil-SYE-toh-seen] is particularly susceptible to mutations because upon deamination [dee-am-ih-NAY-shun], it becomes what other nucleobase?",THYMINE
toss-up,chemistry,Short Answer,7) Chemistry – Short Answer Identify all of the following three compounds that have only London dispersion forces operating between the molecules: 1) Difluoromethane [dye-floor-oh- MEH-thane]; 2) Hydrogen chloride; 3) Tetrachloromethane [tetrah-kloor-oh-MEH-thane].,3 (ACCEPT: TETRACHLOROMETHANE)
bonus,chemistry,Multiple Choice,"7) Chemistry – Multiple Choice A scientist thinks she has found a sample of rock 10 billion years old, a leftover fragment from the formation of an early solar system. Which of the following parent isotope’s concentrations would be most useful in confirming this? W) Potassium-40 X) Thorium-238 Y) Uranium-234 Z) Carbon-14","W) POTASSIUM-40
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,physics,Multiple Choice,8) Physics – Multiple Choice Which of the following is NOT responsible for the failure of a pendulum to reach the height from which it was released as time progresses? W) Friction X) Gravity Y) Air resistance Z) Damping,X) GRAVITY
bonus,physics,Short Answer,"8) Physics – Short Answer Undulators are used in light sources to cause emissions of photons from electron bunches. If the spacing between electromagnets is 5 centimeters, and the electron beam has velocity of 3 x 107 meters per second, what frequency, to the nearest 100 MHz, of light is emitted?",300
toss-up,math,Short Answer,10) Math – Short Answer How many terms does the binomial expansion of open parenthesis x2 + 3y3 close parenthesis to 13th power contain?,14
bonus,math,Short Answer,10) Math – Short Answer A right triangle has hypotenuse of length 46 and one leg of length 44. What is the length of the third side?,6√5
toss-up,biology,Short Answer,"11) Biology – Short Answer A scientist has pea plants that are homozygous for purple flowers and plants that are homozygous for white flowers. Given that the purple flower trait is dominant, if the plants are crossed and then the resulting F1 generation is allowed to self-pollinate, what percentage of the resulting F2 plants will have white flowers?",25
bonus,biology,Multiple Choice,11) Biology – Multiple Choice Which of the following molecules is most similar in structure to vitamin A? W) Beta carotene X) Tocopherol [toh-KOF-ur-all] Y) Dopamine Z) Estradiol [es-trah-DYE-awl],"W) BETA CAROTENE
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,12) Energy – Short Answer Commercial nuclear power reactors in the U.S. include a material that reduces the speed of neutrons to permit fission to occur in the fuel more readily. What is the general term for this material?,MODERATOR
bonus,energy,Short Answer,12) Energy – Short Answer Energy can be stored in batteries by converting electrical energy into chemical energy. In what device is electrical energy stored as separations of large amounts of static charge?,SUPERCAPACITOR (ACCEPT: CAPACITOR OR ULTRACAPACITOR)
toss-up,chemistry,Multiple Choice,13) Chemistry – Multiple Choice Which of the following molecules is most polar? W) Ethane X) Carbon tetrachloride Y) Hexane Z) Pyridine,Z) PYRIDINE
bonus,chemistry,Multiple Choice,13) Chemistry – Multiple Choice Which of the following neutral ground state atoms has the lowest ionization energy? W) Carbon X) Boron Y) Nitrogen Z) Oxygen,"X) BORON
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,physics,Short Answer,14) Physics – Short Answer The weber is the SI unit for what quantity?,MAGNETIC FLUX (DO NOT ACCEPT: FLUX)
bonus,physics,Short Answer,14) Physics – Short Answer What term describes the balance between gravitational force and the outward gas pressure in a stable star?,HYDROSTATIC EQUILIBRIUM (ACCEPT: GRAVITATIONAL EQUILIBRIUM)
toss-up,math,Short Answer,"15) Math – Short Answer If the graph of y equals open parenthesis x minus two close parenthesis squared minus three is translated 6 units up and 3 units to the right, what are the coordinates of the vertex of the image?","(5, 3)"
bonus,math,Short Answer,"15) Math – Short Answer A bag contains 18 socks: 4 are red, 6 are white, and 8 are blue. How many socks must you take out to be certain that you will have at least one pair of blue socks?","12
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,biology,Multiple Choice,16) Biology – Multiple Choice The suprachiasmatic nucleus is involved in controlling which of the following? W) Circadian rhythms X) Body temperature Y) Heart rate Z) Respiration rate,W) CIRCADIAN RHYTHMS
bonus,biology,Multiple Choice,16) Biology – Multiple Choice Which of the following disorders is due to a dominant trait? W) Cystic fibrosis X) Hemophilia [HEE-moh-FEEL-ee-ah] Y) Albinism [AL-bah-nih-zim] Z) Polydactyly [polly-DAK-til-ee],Z) POLYDACTYLY
toss-up,energy,Multiple Choice,17) Energy – Multiple Choice Enhanced oil recovery allows residual oil to be produced. Which of the following substances allows more oil to be produced when it is injected into a well to lower the oil viscosity? W) A thinner form of oil X) Solvents Y) Steam Z) Saltwater,Y) STEAM
bonus,energy,Multiple Choice,"17) Energy – Multiple Choice Recently, two wind turbines were installed inside the Eiffel Tower. The energy produced will be enough to power which of the following? W) The tower’s first floor X) The entire tower, except for lighting Y) The lighting for the entire tower Z) The entire tower including the lighting","W) THE TOWER’S FIRST FLOOR
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,chemistry,Multiple Choice,19) Chemistry – Multiple Choice The oxidation of elemental lithium with which of the following is a redox reaction that is MOST favorable? W) Fluorine gas X) Hydrogen gas Y) Iron (II) Z) Copper (I),W) FLUORINE GAS
bonus,chemistry,Multiple Choice,19) Chemistry – Multiple Choice Which of the following statements is NOT true regarding colligative [koh-LIG-ah-tiv] properties? W) They do not depend on the identity of the solute X) Sodium chloride has a van't Hoff factor less than one Y) The osmotic pressure of a solution increases with increasing solute concentration Z) The freezing point of a solution decreases with increasing solute concentration,"X) SODIUM CHLORIDE HAS A VAN'T HOFF FACTOR LESS THAN ONE
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,21) Math – Short Answer What is the slope of the line with equation 5x + 3y = 8?,–5/3 (ACCEPT: –1 2/3)
bonus,math,Short Answer,"21) Math – Short Answer The three sides of a triangle have lengths 4 centimeters, 6 centimeters, and 7 centimeters. What is the cosine of the smallest angle?","23/28
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,physics,Short Answer,22) Physics – Short Answer A standard spring mass oscillator on a frictionless surface oscillates at amplitude 2 meters. At what displacement from equilibrium does the spring store zero potential energy?,0
bonus,physics,Short Answer,22) Physics – Short Answer Identify all of the following four particles that obey Bose-Einstein statistics: 1) Super-cooled helium atoms; 2) Beta particles; 3) Gamma rays; 4) Neutrons.,1 AND 3
