text,target
Generate a Physics multiple choice question:,"What is the magnitude of the force, in newtons, experienced by a 1 coulomb charge travelling 10 meters per second at a 30-degree angle with respect to a uniform magnetic field of magnitude 0.1 tesla? W) 0.5 X) 1 Y) 10 Z) 100"
Generate a Physics short answer question:,"Indicate, by number, all of the following three statements that explain why the actual acceleration due to gravity at any point on the Earth’s surface would be different from the value calculated for that point using Newton’s law of gravitation: 1) The earth’s mass is not uniformly distributed; 2) The earth is not perfectly spherical; 3) The earth is rotating."
Generate a Biology multiple choice question:,"In photosynthesis, where do electrons derived from water first enter the process? W) Photosystem II reaction center X) Photosystem I reaction center Y) Both light-harvesting complexes Z) P700 chlorophylls"
Generate a Biology multiple choice question:,What location in a seed is equivalent to the embryonic leaf? W) Radicle X) Cotyledon [kat-uhl-EED-uhn] Y) Hypocotyl [hy-puh-KOT-l] Z) Epicotyl [ep-i-KOT-l]
Generate a Chemistry multiple choice question:,Which of the following instruments would most likely be used in a lab to measure the concentration of a species in aqueous [AK-wee-uhs] solutions? W) Infrared spectrometer X) Mass spectrometer Y) Spectrophotometer Z) Buchner funnel
Generate a Chemistry short answer question:,"In a standard cell, a zinc electrode placed in a 1 molar Zn2+ solution is connected to a nickel electrode placed in a 1 molar Ni2+ solution. The 2 solutions are connected with a salt bridge. The standard reduction potential of Zn2+[Z-N two plus] is -0.76 Volts. If the standard electromotive force of this cell is +0.48 Volts, what is the standard reduction potential of Ni2+[N-i two plus] in volts?"
Generate a Energy multiple choice question:,Converting a power generating plant from coal to natural gas will reduce sulfur emissions by approximately which of the following percentages? W) 20% X) 50% Y) 70% Z) 90%
Generate a Energy short answer question:,Identify all of the following four compounds that can be metabolized by humans to produce ATP: 1) maltose; 2) cellobiose [sel-oh-BY-ohs]; 3) glutamine [GLOO- tuh-meen]; 4) palmitate [PAL-mi-tayt].
Generate a Math short answer question:,"The value of a2 – 2b2 + c2 [a squared minus two b squared plus c squared], where a, b, and c are consecutive odd integers in increasing order, is a constant. What is it?"
Generate a Math short answer question:,What is the largest prime factor of the quantity 5(cid:2870)(cid:2868)(cid:2869)(cid:2872)(cid:3397)5(cid:2870)(cid:2868)(cid:2869)(cid:2873)(cid:3397)5(cid:2870)(cid:2868)(cid:2869)(cid:2874) [five to the power of two thousand and fourteen plus five to the power of two thousand and fifteen plus five to the power of two thousand and sixteen]?
Generate a Biology multiple choice question:,In the spring of 2013 a group of researchers from the University of Alberta were able to revive an organism that had been trapped in glacial ice for approximately 400 years. What was the organism? W) An insect X) An ameba Y) A bryophyte [BRY-uh-fyt] Z) A tardigrade [TAHR-di-grayd]
Generate a Biology short answer question:,Chemoautotrophs [kee-moh-AW-tuh-trofs] produce energy by oxidizing inorganic substances in their surroundings. Name all of the domains that include organisms with chemoautotrophic metabolisms.
Generate a Physics short answer question:,"What type of radiation, also known as braking radiation, is emitted whenever a charged particle is deflected by another charged particle?"
Generate a Physics multiple choice question:,Which of the following was the cause of the collapse of the Tacoma Narrows suspension bridge in 1940? W) Aeroelastic flutter causing standing wave oscillations X) Too much weight passing over the center of the bridge Y) Bolt snapping due to mechanical resonance caused by marching soldiers Z) Iron beams cracking and failing
Generate a Energy multiple choice question:,"Often, investors in energy projects will use a discount rate to evaluate the net present value of future energy sales. If analysts decided to change the discount rate of a wind project from 3% to 7%, how would the net present value of future energy from the project change given constant supply and market costs? W) Decrease X) Increase Y) Stay the same Z) Depends on consumption"
Generate a Energy short answer question:,"In the uranium fuel cycle, yellowcake Uranium is converted into what gas, which is then shipped to a gaseous diffusion plant for enrichment?"
Generate a Math multiple choice question:,"If the equation x2 – 2Kx + 9 = 0 [x squared minus two K x plus nine equals zero] has two equal roots, which of the following is a possible value of K? W) -3 X) -1 Y) 2 Z) 4"
Generate a Math short answer question:,"Consider the number 144 written in base x, where x is a positive integer. Indicate all of the following three values for x where 144 base x is a perfect square: 5, 8, 12."
Generate a Chemistry multiple choice question:,Which of the following pairs does NOT correctly match the raw material and feedstock with its primary petrochemical? W) Natural gas with methanol X) Ethane with ethylene [ETH-uh-leen] Y) Propane with cyclopropane Z) Naphtha with benzene
Generate a Chemistry short answer question:,"An ideal gas is confined to an airtight piston that allows the gas to expand and contract but prevents gas from entering or exiting the piston. Initially, the temperature of the gas is 300 Kelvin, and the gas occupies a volume of 10 Liters when an external pressure of 1 atmosphere is applied. The gas is then heated to 600 Kelvin, and the pressure is increased to 5 atmospheres. To one significant figure, what is the new volume of the gas in liters?"
Generate a Biology multiple choice question:,A decrease in which of the following would NOT result in a decrease in blood pressure? W) Heart rate X) Diameter of arterioles [ahr-TEER-ee-ohls] Y) Cardiac output Z) Stroke volume
Generate a Biology multiple choice question:,"Which of the following is true regarding the major difference between cellulose and glycogen [GLY-kuh-juhn]? W) Cellulose is a polymer of galactose [guh-LAK-thos], while glycogen is a polymer of glucose X) Cellulose is mostly found in animal cells, while glycogen is mostly found in plant cells Y) Cellulose consists of beta glycosidic [gly-kuh-SY-dik] linkages, while glycogen consists of alpha glycosidic linkages Z) Cellulose is highly branched, while glycogen is linear"
Generate a Math short answer question:,What is the degree of the polynomial: x x [open parenthesis x minus 3 close parenthesis cubed times open paren3thesis x4 minus 7 close parenthesis to the power of 4]? ( – 3) ( – 7)
Generate a Math multiple choice question:,"If x is an angle such that x and x , then x [secant of x] is equal to which of the following? tan( ) = 5/12 π < < 3π/2 sec( ) W) X) Y) -13/ 12 Z) -13/5 13/5 AN1S3W/1E2R: W) -13/12 TOSS-UP 2) BIOLOGY Multiple Choice Which of the following describes the bonds found in one molecule of water? W) Hydrogen X) Nonpolar covalent Y) Polar covalent Z) Ionic"
Generate a Biology short answer question:,Name the stage of translation during which peptide bond formation occurs.
Generate a Physics multiple choice question:,"In a series-connected string of holiday lights, which of the following is most likely to occur if one bulb gets shorted without breaking the filament? W) All other bulbs will go out X) The current in the string will increase Y) The current in the string will decrease Z) The current in the string will remain unchanged"
Generate a Physics short answer question:,"If a car goes from zero to 20 meters per second in 8 seconds, providing your answer to the nearest tenth, what is its average acceleration in meters per second squared?"
Generate a Chemistry multiple choice question:,Which of the following gases is NOT one of the major causes of the greenhouse effect? W) Carbon dioxide X) Nitrous oxide Y) Methane Z) Carbon monoxide
Generate a Chemistry short answer question:,"In a titration experiment, 6.0 milliliters of a 0.05 molar monoprotic weak acid are titrated with 0.10 molar sodium hydroxide. How much base in milliliters will it take to reach the half-equivalence point?"
Generate a Math multiple choice question:,"Which of the following is NOT an even function? W) x X) x cos Y) x 2 cos( ) Z) x sin 2 ANsSinW(ER): Y) x sin BONUS 6) MATH Short Answer Given that x and y are real numbers, solve for x and y: y ix x i. A2N +S WE=R 4: +x – ; y = -1 = 3/2 Round 5 Page 3 TOSS-UP 7) BIOLOGY Short Answer Which taxonomic kingdom of organisms has cell walls of chitin [KY-tin]?"
Generate a Biology multiple choice question:,Hardy-Weinberg equilibrium is based on the assumption that allele frequencies in a population are stable. Which of the following conditions would be most likely to contribute to the stability of allele frequencies? W) Very large population X) Migration of individuals into or out of a population Y) Mutations Z) Natural selection
